CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
1106,61,61,Male,Same as sex,4 years of college,Marketing managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.791932507191446,-0.838987601610038,0.794105804676377,181.367687470975,11,4.41791044776119,TRUE,FALSE,English,5,6,5,6,7,7,6,6,6,6,6,1,1,3,1,2,5,1,2,2,3,2,2,2,3,3,2,3,2,3,6,4,2,6,7,6,5,3,1,2,2,2,2,3,3,2,3,2,1,2,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,3,2,2,3,2,2,1,2,3,4,3,3,2,3,2,3,5,3,3,5,5,6,6,5,5,5,6,6,6,4,2,2,3,1,2,3,3,2,3,1,2,5,5,2,6,1,2,2,2,5,3,3,2,5,5,2,5,2,1,5,2,2,2,6,6,6,7,5,2,3,2,6,1,4,5,3,2,7,6,7,7,7,1,1,1,7,7,6,5,6,7,7,7,5,5,6,5,5,2,4,2,5,5,6,5,6,6,6,6,7,6,5,6,6,6,5,6,7,7,7,7,6,7,7,7,6
1111,66,66,Female,Same as sex,1 year of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.701444288524992,-0.88399764009997,0.877307877649428,189.244815715606,6,5.8134328358209,TRUE,FALSE,English,306,6,6,4,6,4,4,5,6,5,5,1,2,2,2,3,5,2,1,5,5,2,2,2,6,2,2,2,2,1,6,1,4,5,6,6,6,1,1,1,1,4,2,5,5,2,2,5,1,2,7,7,7,6,7,6,6,6,6,6,6,5,6,7,7,6,6,1,1,1,2,2,2,1,1,3,2,1,2,1,2,1,2,6,7,7,6,6,6,6,6,6,6,6,6,7,6,3,2,5,1,5,2,3,3,2,1,2,2,3,1,6,2,5,2,2,3,2,2,2,3,5,2,3,3,3,3,2,4,2,6,3,6,6,7,4,4,5,6,6,3,6,4,3,5,6,6,6,7,2,1,3,6,6,6,6,6,7,6,3,7,5,5,2,1,1,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,
1112,61,61,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.841348317875238,-0.797477313145162,0.883749880211393,251.852223701324,17,5.55597014925373,TRUE,FALSE,English,273,6,7,4,6,7,7,6,5,5,5,1,1,1,1,1,1,3,1,1,1,1,2,1,5,1,1,2,1,2,2,2,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,2,1,1,2,3,1,3,1,1,2,1,2,5,7,4,2,2,7,2,4,4,7,6,6,7,6,1,1,6,2,2,6,1,1,7,1,4,1,1,1,4,1,6,1,1,4,1,1,1,1,4,1,2,1,1,6,1,1,1,6,7,7,7,7,4,1,6,7,4,2,7,4,5,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,4,4,6,6,5,6,2,1,7,1,,,,,,,,,,,,,,,,,,,,,,,
1115,61,61,Female,Same as sex,Grade 12,"Business operations specialists, all other",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.798666042359268,-0.920369198071457,0.945166273725308,118.049848057051,19,2.86567164179104,TRUE,FALSE,English,3987,3,6,6,6,6,6,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,6,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,6,6,5,6,6,6,4,6,5,6,6,6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,6,6,6,6,2,1,2,5,2,2,5,2,3,6,6,6,6,6,2,2,2,6,7,6,6,1,7,5,6,5,1,1,2,2,1,1,2,5,2,6,6,5,6,5,5,6,6,6,6,6,6,5,7,7,6,5,7,6,6,7,6,6
1116,52,52,Female,Same as sex,5+ years of college,Urban and regional planners,United States,American Indian or Alaska Native,"Yes, Mexican, Mexican Am., Chicano",0,-0.697807289696568,-0.255669956379185,0.493417463656578,193.893735038407,10,2.96641791044776,TRUE,FALSE,English,118,5,6,2,6,2,2,5,5,4,5,5,3,5,5,2,2,2,2,2,2,2,2,2,2,6,5,6,5,6,5,5,2,7,7,6,5,2,2,2,2,2,2,2,2,2,3,3,2,3,5,5,2,5,5,5,6,4,2,6,4,5,5,5,4,5,4,4,5,4,2,5,5,4,4,4,4,1,4,2,4,4,4,2,6,6,2,3,6,3,3,2,6,3,6,6,5,5,2,2,2,2,2,3,2,2,2,2,2,5,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,5,3,5,3,5,5,3,3,6,6,2,2,2,5,2,2,6,2,2,3,5,4,4,5,5,3,6,5,5,2,2,4,3,7,5,5,2,2,6,4,2,2,5,6,3,5,3,5,5,6,6,6,6,6,6,6,6,6,3,5,3,3,4,4,3,3,5,3
1119,23,24,Male,Same as sex,2 years of college,Software developers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.849370924101329,-0.671439641477585,0.800128366599207,159.624673737706,7,2.35074626865672,TRUE,FALSE,English,949,5,6,3,6,3,2,3,1,1,2,3,3,4,2,5,5,3,3,6,6,5,6,5,4,5,4,5,4,3,4,5,5,5,5,6,5,6,5,6,6,6,5,2,2,2,2,2,2,2,6,6,6,6,6,5,5,5,5,6,6,5,6,4,6,5,5,3,2,4,5,4,4,4,3,2,5,5,3,2,5,4,3,3,3,2,5,5,5,4,5,4,4,2,3,4,3,5,6,2,3,5,6,4,5,3,5,3,5,5,5,2,4,3,6,5,6,6,6,6,6,7,6,5,7,6,6,5,6,5,4,5,3,4,3,5,5,4,4,3,4,4,5,3,5,5,5,5,6,4,3,5,6,6,5,5,4,6,6,5,3,5,4,6,3,6,6,5,6,5,2,3,2,2,2,3,2,3,3,2,4,3,4,3,2,3,4,4,4,2,3,2,3
1120,67,67,Female,Same as sex,1 year of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.947785377880746,-0.308115570099585,0.729571867004389,176.105225611918,7,6.87686567164179,TRUE,FALSE,English,223,6,7,4,6,4,4,3,2,3,2,2,4,4,2,4,4,2,3,5,5,3,3,2,4,4,5,6,4,4,6,5,3,6,6,6,5,5,3,3,5,4,4,4,5,2,5,6,2,3,7,6,7,6,6,6,6,6,6,6,7,6,6,7,6,6,7,3,3,3,4,4,3,4,4,4,4,4,2,4,4,2,4,3,5,5,4,5,6,5,6,4,6,3,5,5,2,2,2,3,1,2,2,2,3,2,1,5,3,1,2,2,2,5,2,5,5,3,2,3,4,5,5,3,4,5,6,4,3,4,4,3,4,3,4,2,3,4,4,2,3,4,4,2,4,5,5,7,7,3,4,3,7,6,4,6,4,7,7,5,5,4,6,5,5,3,4,5,5,6,,,,,,,,,,,,,,,,,,,,,,,
1121,22,22,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.867502859903058,-0.53097277095711,0.66918846198449,207.458259151138,4,5.36940298507463,TRUE,FALSE,English,434,7,7,5,7,5,6,4,4,4,5,1,2,3,1,2,1,3,2,3,1,1,2,3,5,2,4,2,2,2,2,2,6,6,4,6,5,3,1,2,3,5,2,1,1,1,2,2,1,1,5,5,5,3,3,6,5,6,5,5,5,2,2,6,6,6,6,1,1,1,1,2,4,1,2,2,2,2,3,2,3,2,2,7,3,5,7,6,4,7,7,6,6,6,7,7,3,2,1,1,1,1,2,2,1,1,1,1,3,2,2,1,3,3,2,3,2,3,3,3,5,5,2,2,3,3,6,3,2,2,5,6,7,5,6,4,5,5,6,1,5,6,5,5,6,5,6,7,7,2,1,1,7,5,5,7,5,7,4,7,7,6,6,1,3,7,6,1,3,5,,,,,,,,,,,,,,,,,,,,,,,
1213,56,56,Female,Same as sex,4 years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.757755285972105,-0.485400435090581,0.591184300422812,212.618869847898,7,3.94029850746269,TRUE,FALSE,English,3826,7,7,6,5,7,7,3,3,2,4,1,4,3,4,1,2,1,1,1,1,1,1,1,3,2,5,6,5,1,7,6,3,5,7,5,3,5,5,3,5,5,5,5,7,1,7,3,1,3,6,6,5,6,6,7,6,6,6,6,5,5,5,6,6,5,6,3,1,6,6,5,7,5,3,4,4,4,1,4,4,3,6,3,7,3,2,3,7,5,6,5,7,5,5,5,1,5,5,3,5,1,6,5,5,3,2,5,6,5,5,2,5,3,5,6,5,5,3,5,6,6,5,5,5,5,7,5,3,5,5,5,5,5,3,2,1,4,5,5,4,5,2,3,6,6,5,7,7,1,1,1,6,7,5,5,4,7,7,6,5,3,2,5,5,6,6,5,7,5,2,2,4,3,3,3,2,3,5,5,5,6,5,3,3,3,3,5,4,7,4,3,5
1122,55,55,Female,Same as sex,3 years of college,Social and community service managers,United Kingdom,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.683156450686342,-0.558897384589805,0.815344835932553,201.586178005827,12,4.23134328358209,TRUE,FALSE,English,283,6,6,4,6,2,5,5,5,5,5,2,2,2,2,3,3,2,3,3,3,2,2,3,3,2,3,2,2,2,5,2,6,6,6,5,4,2,2,3,2,1,5,1,1,1,1,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,3,2,3,3,3,2,2,1,3,2,2,2,6,3,2,4,6,4,6,2,6,7,5,5,2,1,2,1,1,1,4,1,1,2,1,1,4,1,2,1,1,2,2,5,4,2,5,2,5,5,2,3,2,3,5,3,3,2,4,3,4,2,5,6,5,4,5,4,2,5,2,3,6,6,6,6,6,6,2,6,5,3,5,5,5,6,7,5,3,5,6,6,2,2,3,2,5,2,5,3,4,4,4,2,3,3,1,4,4,4,5,4,3,5,4,5,3,5,5,4,5
1123,57,57,Male,Same as sex,4 years of college,Occupational health and safety specialists and technicians,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.625944407161495,-0.438966633299702,0.663794052004037,235.904753772188,6,7.05970149253731,TRUE,FALSE,English,2205,7,7,6,6,6,6,5,4,4,6,3,2,3,2,5,5,2,3,5,5,2,3,3,6,5,6,4,4,5,6,4,3,5,5,6,6,2,1,2,2,2,2,5,5,5,3,5,3,6,6,6,6,6,6,7,5,6,6,6,6,6,6,5,6,6,6,3,4,3,3,4,5,2,3,2,3,3,3,2,3,3,4,3,5,6,4,5,3,5,5,3,3,6,6,3,5,2,5,6,3,5,2,2,6,6,2,3,3,2,4,6,6,3,2,5,5,5,2,3,5,4,5,3,2,5,5,5,3,3,3,6,3,5,6,2,1,5,5,2,3,3,3,3,6,3,7,7,6,3,2,5,6,6,6,6,5,3,6,3,3,6,2,4,2,6,6,5,5,6,6,6,6,6,6,7,6,6,6,6,7,6,5,7,5,6,5,6,5,6,6,6,6
1124,49,49,Male,Same as sex,5+ years of college,Graphic designers,United States,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",0,-0.613864525363725,-0.402136193567604,0.486963973769927,212.232008286325,4,5.01119402985075,TRUE,FALSE,English,164,7,7,4,7,5,4,2,3,2,2,2,5,5,6,4,3,3,3,6,6,5,5,4,5,4,5,6,4,3,3,6,2,7,7,7,6,6,3,4,6,4,4,1,3,2,2,3,2,1,3,5,3,3,3,5,3,6,6,3,5,2,3,4,5,5,5,3,3,5,4,6,6,5,4,6,6,4,2,2,6,5,5,7,5,6,6,7,4,5,7,6,2,3,6,5,4,5,5,5,2,1,5,5,1,6,1,6,5,5,1,3,1,4,1,5,5,5,2,5,5,5,4,4,2,5,6,3,2,6,1,2,3,3,5,1,2,1,2,1,1,3,1,5,5,1,6,6,6,2,2,3,6,6,3,2,2,7,6,5,5,1,1,6,5,6,5,3,5,5,5,5,5,5,2,2,5,5,3,4,5,4,6,3,3,2,6,6,6,5,4,4,5
1125,62,62,Female,Same as sex,Grade 12,Photographers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.920399800778388,-0.568407920938877,0.872828415722237,205.560306232903,10,4.24626865671642,TRUE,FALSE,English,2805,7,7,4,7,6,5,2,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,5,3,2,1,2,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,7,6,7,5,5,5,6,7,6,7,7,6,6,6,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,6,6,1,5,3,7,3,3,3,7,6,6,4,5,1,1,3,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,4,3,2,3,2,3,4,4,2,2,2,4,3,4,3,6,3,6,6,6,1,4,3,2,1,1,6,2,4,5,5,5,2,5,2,5,4,4,6,4,6,6,7,6,4,5,6,7,5,3,2,4,2,4,5,5,5,3,4,5,4,6,6,5,6,4,7,7,4,3,4,3,3,3,3,6,6,5
1126,67,67,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.620577258215323,-0.613616747940913,0.731791606701958,211.036759239251,5,7.6044776119403,TRUE,FALSE,English,1839,3,6,5,6,5,5,4,3,3,5,2,2,3,3,3,5,5,2,5,3,3,5,2,5,4,3,3,3,5,5,2,7,7,7,7,7,2,2,3,2,1,3,2,5,2,2,6,1,2,7,6,6,6,6,7,4,6,6,7,7,7,6,6,6,5,6,2,1,2,3,2,2,3,2,3,1,2,3,1,3,2,2,5,5,6,5,5,5,6,6,5,6,6,6,5,4,3,5,2,1,1,2,5,2,2,1,5,2,2,2,5,1,2,1,3,3,2,5,2,3,5,5,3,2,3,6,3,3,2,5,3,5,5,6,3,5,2,4,3,1,5,3,3,6,6,6,6,6,2,2,5,4,3,3,5,2,7,7,3,6,3,3,5,2,2,3,2,6,3,,,,,,,,,,,,,,,,,,,,,,,
1131,86,86,Male,Same as sex,5+ years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.603943352827018,-0.635488993367055,0.834456445260997,172.514889155646,10,4.11567164179105,TRUE,FALSE,English,2838,6,6,5,6,5,5,5,4,4,5,1,1,2,1,3,3,5,3,3,3,3,3,3,4,2,1,2,1,2,4,1,5,6,5,6,6,1,1,1,1,6,2,2,5,3,2,5,2,4,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,5,3,5,5,5,5,5,6,5,4,7,5,5,5,4,2,6,5,2,2,3,2,5,5,3,2,4,2,6,5,3,2,5,5,2,3,3,5,5,3,4,5,5,5,5,3,4,6,5,2,7,7,4,5,3,6,5,4,5,5,5,6,6,6,6,6,4,2,3,6,6,7,5,6,7,7,6,5,6,7,6,2,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,
1132,57,57,Female,Same as sex,2 years of college,N/A: Unemployed,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.503966822839364,-0.222338582563315,0.454281572123745,203.00599253329,8,2.69776119402985,TRUE,FALSE,English,3848,6,6,6,5,6,6,2,2,2,4,2,4,4,5,2,2,2,2,2,2,2,2,3,5,2,4,5,2,3,5,2,5,7,7,7,5,5,2,5,6,5,5,2,5,2,5,3,1,2,6,5,6,6,6,6,6,5,5,3,3,3,3,5,5,6,6,2,2,6,2,7,5,4,4,4,5,3,2,4,5,2,5,2,7,3,3,3,7,2,6,3,7,5,6,6,3,2,5,5,6,2,3,5,3,5,5,2,5,5,3,5,2,3,3,4,5,3,2,2,5,5,5,2,2,5,5,3,2,2,6,5,6,6,5,3,3,2,5,2,2,5,3,3,6,6,6,6,7,1,1,5,7,5,3,5,6,7,7,3,6,2,6,5,2,5,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,
1134,64,65,Female,Same as sex,4 years of college,Social and community service managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.554645947533453,-0.236198545999159,0.616647164940312,224.054265263411,8,7.12686567164179,TRUE,FALSE,English,3956,6,7,4,6,5,5,1,2,2,2,1,1,1,1,5,3,3,2,6,5,2,3,3,2,1,2,4,1,1,6,2,2,5,6,6,4,7,5,4,6,4,7,2,4,1,5,2,2,2,6,6,6,5,6,7,6,7,6,6,6,6,6,6,6,6,7,2,4,1,3,1,2,1,2,5,4,5,1,1,1,1,3,4,7,6,5,6,7,4,6,5,6,5,4,6,2,3,1,2,2,5,5,5,1,3,1,1,5,5,1,2,1,2,5,5,6,3,5,2,6,6,4,3,5,4,5,2,5,5,3,1,4,5,3,3,5,1,5,3,4,3,3,3,6,6,6,6,6,2,2,2,7,7,1,6,4,7,7,5,3,6,5,5,5,3,6,5,3,6,7,2,6,2,2,4,5,2,2,4,6,6,1,7,7,5,1,6,3,6,6,7,6
1139,71,71,Female,Same as sex,2 years of college,Marketing managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.767232062622346,-0.792137716934583,0.877545891604371,222.052624038091,12,4.94402985074627,TRUE,FALSE,English,2685,7,4,4,4,5,4,4,6,5,6,1,1,1,1,6,1,4,1,1,1,1,1,1,7,2,1,2,2,5,4,3,5,7,6,6,6,1,1,1,1,1,1,4,3,1,4,5,1,1,7,7,6,6,4,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,6,1,4,5,4,7,4,6,4,7,7,7,6,6,1,1,5,1,2,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,6,7,6,7,4,4,1,7,4,1,5,5,4,5,7,7,7,7,1,1,1,7,7,5,5,1,7,6,7,4,5,4,1,1,2,1,1,1,1,7,6,6,5,5,6,7,7,6,6,7,6,6,7,7,6,6,6,7,6,4,6,6
1140,57,57,Male,Same as sex,5+ years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.823450545707667,-0.299921122420014,0.373340080181399,170.621435762279,6,4.10820895522388,TRUE,FALSE,English,47,5,4,5,5,5,4,4,5,4,4,2,2,2,2,3,3,5,4,3,3,5,4,3,4,5,5,4,4,5,4,5,5,5,6,5,5,3,2,4,3,3,4,4,3,5,4,5,3,3,5,4,5,4,5,4,4,4,5,5,5,4,5,4,5,3,5,3,2,3,3,2,3,3,3,3,3,2,3,3,3,5,3,3,5,4,4,5,5,4,5,4,5,5,5,5,3,5,3,2,5,3,2,3,3,2,2,3,3,5,2,3,2,4,3,4,4,4,3,3,5,4,4,3,3,4,3,5,4,3,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,6,5,6,5,2,2,2,5,4,5,6,5,6,6,4,5,5,5,5,5,4,6,6,4,5,5,6,4,5,5,5,5,5,5,4,6,5,5,5,4,5,5,4,5,5,5,5,5
1141,22,23,Male,Same as sex,3 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.826935577589531,-0.301346170799027,0.676149747928913,208.270253221909,6,3.38059701492537,TRUE,FALSE,English,234,5,6,4,7,5,4,5,4,4,4,4,3,5,4,5,6,4,3,4,5,3,4,4,2,6,4,5,3,6,5,4,5,6,6,5,6,5,3,7,6,5,7,2,2,1,1,1,1,1,6,6,5,7,6,6,6,6,6,4,5,5,4,6,6,5,6,3,3,4,2,4,3,2,2,2,5,6,3,2,4,4,3,4,3,5,5,5,6,5,4,5,1,5,3,4,4,1,5,3,1,1,4,5,2,5,2,1,5,5,1,2,3,1,6,5,6,5,5,5,5,5,5,4,5,4,5,5,4,5,4,3,5,5,2,2,1,2,5,1,1,4,2,3,4,4,4,5,5,3,3,4,6,2,2,3,7,7,3,4,4,4,5,6,6,7,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,
1144,66,65,Male,Same as sex,5+ years of college,Healthcare social workers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.906805750348692,-0.421946404025431,0.681141346505585,214.783895917644,8,7.58208955223881,TRUE,FALSE,English,646,4,4,6,4,6,5,4,4,4,4,2,1,2,4,3,4,3,3,3,3,3,3,3,6,4,1,4,1,4,4,1,4,2,4,4,3,2,2,2,2,2,2,4,2,4,4,2,4,2,5,5,5,4,4,4,5,4,5,5,3,4,5,4,5,5,5,2,1,2,1,2,4,1,2,2,4,1,1,1,2,1,1,6,4,6,6,2,6,2,2,6,2,6,6,6,2,4,4,4,4,4,2,3,4,4,3,3,4,4,4,5,4,6,3,2,2,2,2,3,2,2,4,3,4,2,2,4,4,3,2,2,2,6,6,4,2,4,6,6,5,4,6,6,4,6,6,6,6,4,4,2,4,6,6,6,6,6,6,6,4,6,4,3,4,4,4,3,4,4,6,5,6,4,6,5,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,2,6
1142,65,65,Female,Same as sex,4 years of college,Clinical and counseling psychologists,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.584710594788296,-0.755810056645677,0.812851635504674,146.835475009798,7,7.04850746268657,TRUE,FALSE,English,401,6,7,5,6,6,5,5,6,5,5,2,1,3,1,2,4,2,2,3,3,3,2,3,3,4,2,4,2,3,3,2,3,6,4,6,4,2,2,2,2,4,4,2,4,3,4,5,2,3,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,2,1,2,2,3,2,1,2,2,2,2,3,3,3,2,2,5,6,5,5,6,6,5,5,5,6,6,6,5,5,4,3,6,2,3,3,3,3,6,2,5,4,5,4,5,2,3,3,4,5,3,2,2,4,5,3,4,3,4,5,4,3,5,5,5,5,5,6,4,3,5,4,4,2,5,4,5,7,7,6,6,6,3,2,4,6,7,5,6,5,6,5,6,2,2,5,3,2,4,2,4,3,2,4,5,6,6,6,6,7,6,6,6,7,6,6,6,6,6,5,7,6,5,5,5,6
1145,37,37,Male,Same as sex,4 years of college,"Human resources assistants, except payroll and timekeeping",United States,Three or more major races,"Yes, Puerto Rican",0,-0.666101273727699,-0.46296161605212,0.693058859960372,177.696743277809,9,6.77611940298507,TRUE,FALSE,Spanish,295,5,7,6,4,4,7,4,4,4,4,1,2,3,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,5,5,4,7,7,7,7,2,2,2,2,2,2,2,5,2,4,4,2,2,6,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,1,1,1,5,2,3,2,1,2,1,2,2,1,3,1,3,2,3,2,2,5,6,4,4,4,6,2,5,5,4,1,3,2,1,3,4,2,1,3,1,2,2,2,1,2,2,3,2,5,3,5,3,3,5,5,5,4,5,4,5,5,5,4,6,5,5,6,5,6,4,4,6,4,2,6,2,3,7,7,6,7,7,2,1,2,6,7,4,4,7,7,6,6,1,2,4,5,2,6,6,5,5,6,6,6,5,5,4,5,5,5,4,5,6,4,4,4,4,6,4,6,6,6,4,4,6
1150,61,61,Male,Same as sex,4 years of college,Cashiers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.806955382676692,-0.124095633379298,0.720816262913305,204.715536780874,12,4.40671641791045,TRUE,FALSE,German,2126,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,1,4,5,3,2,6,4,6,6,4,2,2,2,2,4,1,1,1,1,1,1,1,4,5,6,6,6,6,6,4,6,6,6,5,5,6,6,6,5,2,4,2,2,4,2,2,2,4,3,2,4,2,2,2,2,4,2,6,4,2,6,6,6,3,2,4,4,4,5,2,2,4,2,5,2,2,2,3,2,6,2,2,2,2,2,3,2,2,2,2,5,2,4,2,2,5,2,2,4,2,4,2,3,6,5,5,4,2,2,3,2,2,2,2,2,3,6,6,6,6,6,4,2,4,4,5,4,6,2,6,6,5,2,4,2,5,2,4,4,5,5,4,4,3,3,3,3,3,5,3,5,5,4,4,3,2,2,4,2,4,2,2,4,4,4
1146,82,82,Male,Same as sex,5+ years of college,Physician assistants,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.688312668154349,-0.79605370145939,0.670908736684009,242.969870988154,11,6.37313432835821,TRUE,FALSE,English,6930,7,7,4,7,5,4,6,4,3,7,1,1,2,2,2,6,2,1,2,3,2,3,1,6,2,1,2,1,3,5,1,2,7,7,7,7,1,1,1,1,1,1,5,1,1,1,1,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,7,7,2,7,7,7,7,7,7,7,5,5,6,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,5,1,1,5,2,5,4,1,3,1,3,6,1,1,1,6,6,6,2,7,1,1,1,5,1,1,7,2,2,7,7,7,7,7,2,2,2,7,7,1,4,2,7,7,7,2,1,1,7,1,1,3,5,5,2,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7
