item_a,item_b,correlation,partition
i don't know much about history.,i feel a sense of worthlessness or hopelessness.,0.045751443,train
i avoid dangerous situations.,i seldom feel blue.,0.029539792,train
"if i were to become sexually maladjusted, i myself would be responsible for making myself better.",i think about sex the majority of the time.,0.078287232,train
i rarely feel depressed.,i am hard to get to know.,-0.147890211,train
"sympathetic, warm.","disorganized, careless.",-0.039732726,train
i do things without thinking of the consequences.,i would never cheat on my taxes.,-0.12109097,train
i come up with something new.,i speak ill of others.,-0.062601449,train
i continue until everything is perfect.,i make a fool of myself.,-0.065993444,train
i prefer variety to routine.,i tell other people what they want to hear so that they will do what i want them to do.,-0.040183128,train
i find it difficult to learn my way around a new city.,i am curious about life on other planets.,-0.025745836,train
i am likely to show off if i get the chance.,i believe in an eye for an eye.,0.080770308,train
i am very pleased with myself.,i enjoy being part of a loud crowd.,0.263637002,train
i am afraid that i will do the wrong thing.,i speak ill of others.,0.150849482,train
i am considered to be kind of eccentric.,i will not probe deeply into a subject.,-0.144300737,train
i do things without thinking of the consequences.,i make plans and stick to them.,-0.325717451,train
"i am so sure i am right about the important things in life, there is no evidence that could convince me otherwise.",i find it silly for people to cry out of happiness.,0.159860719,train
i am out for my own personal gain.,i would not enjoy a job that involves a lot of social interaction.,0.075110489,train
i have frequent mood swings.,i am not easily annoyed.,-0.406216461,train
i am hard to convince.,i can't stand weak people.,0.216839268,train
i am satisfied with the status of my own sexual fulfillment.,i am somewhat passive about expressing my own sexual desires.,-0.309947864,train
i can say things beautifully.,i sympathize with others' feelings.,0.148379133,train
"when i am participating in an activity, i tend to get so involved that i lose track of time.",i enjoy having sex with people i hardly know.,0.136722318,train
i am quick to understand things.,i like to begin new things.,0.357452312,train
i feel that i have a lot of inner strength.,i know that my ideas sometimes surprise people.,0.170255889,train
i am afraid that i will do the wrong thing.,i would fear walking in a high-crime part of a city.,0.15646969,train
i would describe myself as someone who actively seeks as much information as i can in a new situation.,i would rather someone else took over the leadership role when i'm involved in a group project.,-0.218216721,train
i am not easily annoyed.,i often feel uncomfortable around others.,-0.16595923,train
i am inclined to forgive others.,i tend to dislike soft-hearted people.,-0.35422714,train
i am fascinated by how machines work.,i don't know why i do some of the things i do.,0.025340033,train
i don't bother worrying about political and social problems.,i make people feel uncomfortable.,0.063613764,train
i find it easy to put myself in somebody else's shoes.,i think that good manners are the most important thing a parent can teach their child.,0.120168712,train
i am mainly interested in money.,i stop when work becomes too difficult.,0.115532525,train
i feel healthy and vibrant most of the time.,i am exacting in my work.,0.12687849,train
i feel that people have a hard time understanding me.,i am not a very enthusiastic person.,0.250957904,train
i seldom get mad.,i would not enjoy a job that involves a lot of social interaction.,-0.005723052,train
i wish to stay young forever.,i try to impress others.,0.138079589,train
i contradict others.,i have excellent ideas.,0.130733588,train
i am considered to be kind of eccentric.,i like to act on a whim.,0.24791005,train
i am open about my feelings.,i often express doubts.,-0.008952211,train
i feel desperate.,i am annoyed by others' mistakes.,0.178453858,train
i dislike loud music.,i have some bad habits.,-0.080394459,train
i seem to derive less enjoyment from interacting with people than others do.,i have a strong need for power.,0.03889704,train
i am good at many things.,i avoid company.,-0.185433652,train
i am open about my feelings.,i find it difficult to manipulate others.,0.082537032,train
i love dangerous situations.,i would never go riding down a stretch of rapids in a canoe.,-0.434523314,train
i keep others at a distance.,i make plans and stick to them.,-0.08041288,train
i worry that romantic partners wont care about me as much as i care about them.,"i want to get close to my partner, but i keep pulling back.",0.238611271,train
i am quick to judge others.,i try not to think about the needy.,0.324749554,train
i can be stirred up easily.,i am not a very enthusiastic person.,0.00595402,train
i am interested in people.,i immediately feel sad when hearing of an unhappy event.,0.214457112,train
i am hard to reason with.,i am a goal-oriented person.,-0.07728616,train
i consider myself an average person.,i rarely look for a deeper meaning in things.,0.18031152,train
assemble products in a factory.,manage a clothing store.,0.234666482,train
i would not regret my behavior if i were to take advantage of someone impulsively.,i am an original thinker.,-0.057802751,train
i am hard to reason with.,i demand a lot from others.,0.169798153,train
i pay attention to details.,i do not have a good imagination.,-0.103987379,train
i rarely feel angry with people.,i don't worry about things that have already happened.,0.192943696,train
i get out of control.,i try to impress others.,0.166485866,train
i am not good at deceiving other people.,i inquire about others' well-being.,0.101069668,train
i make careless mistakes.,i maintain high energy throughout the day.,-0.076523625,train
i act like different people in different situations.,i seek status.,0.21819245,train
i like to attract attention.,"i when interacting with a group of people, am often bothered by at least one of them.",-0.0323865,train
i make a mess of things.,i rarely feel depressed.,-0.276967473,train
i never spend more than i can afford.,i would hate to be considered odd or strange.,-0.017790241,train
i continue until everything is perfect.,i keep my emotions under control.,0.148673593,train
i am hard to reason with.,i am not all that curious about the world.,0.217897574,train
i have a soft heart.,i obstruct others' plans.,-0.176780708,train
i have the skills and ability to ensure rewarding sexual behaviors for myself.,i don't have much fear about engaging in sex.,0.450061088,train
"when i do things, i get totally wrapped up in them and don't think about anything else.","when i have a sensation in my body, it's difficult for me to describe it because i can't find the right words.",-0.087608376,train
i often feel uncomfortable around others.,i carry the conversation to a higher level.,-0.141046978,train
i am at my best first thing in the morning.,"when i read the newspaper, i am drawn to tables of information, such as football league scores or stock market indices.",-0.037532826,train
i like being the authority who has everyone's attention.,i worry about being embarrassed.,-0.119790782,train
i get upset easily.,i am self destructive.,0.391647297,train
i am patient with people who annoy me.,i get deeply immersed in music.,0.099495676,train
i don't make eye contact when i talk with people.,i am a touchy feely person.,-0.106746323,train
i avoid dangerous situations.,i am an original thinker.,-0.044635902,train
i find life difficult.,i would never cheat on my taxes.,-0.037439241,train
i make careless mistakes.,i am hard to convince.,-0.028674616,train
i would hate to be considered odd or strange.,i am just an ordinary person.,0.215741159,train
i would be afraid to give a speech in public.,i can't stand being contradicted.,0.103141033,train
i like to act on a whim.,i seem to derive less enjoyment from interacting with people than others do.,-0.076428133,train
i am never at a loss for words.,i cry during movies.,-0.090756029,train
i stop when work becomes too difficult.,i would never take things that aren't mine.,-0.10072046,train
i seek conflict.,i tell other people what they want to hear so that they will do what i want them to do.,0.293107676,train
i wish i could push many of life's daily decisions off on someone else.,i always want to know what the future has in store for me.,0.083596601,train
i am tolerant of ambiguous situations.,"i frequently find myself looking for new opportunities to grow as a person (e.g., information, people, resources).",0.186605026,train
i pay attention to details.,i would never take things that aren't mine.,0.053564704,train
most things that affect the sexual aspects of my life happen to me by accident.,i anticipate that in the future the sexual aspects of my life will be frustrating.,0.272663245,train
i am quick to judge others.,i would not regret my behavior if i were to take advantage of someone impulsively.,0.234686905,train
i become overwhelmed by events.,i find political discussions interesting.,-0.075928193,train
i feel nervous when i think abut the sexual aspects of my life.,i anticipate that in the future the sexual aspects of my life will be frustrating.,0.541086187,train
"if i had to list everything that i felt grateful for, it would be a very long list.",i should be able to organize everything in advance.,0.098490015,train
i get upset if others change the way that i have arranged things.,i have read the great literary classics.,-0.105515247,train
i say little.,i seek quiet.,0.423746115,train
i don't know much about history.,i wish to stay young forever.,0.15573733,train
i am often in a bad mood.,i demand a lot from others.,0.144846291,train
i get even with others.,i speak ill of others.,0.337320414,train
i am a highly disciplined person.,i have never cared much what others thought of me.,0.107526823,train
i seem to derive less enjoyment from interacting with people than others do.,i would never go riding down a stretch of rapids in a canoe.,0.138057276,train
there are many people i can trust completely.,i'm concerned about my style of doing things.,-0.035859787,train
i am good at taking advice.,i would fear walking in a high-crime part of a city.,0.097275304,train
i try not to think about the needy.,i get confused easily.,0.112434962,train
i am always prepared.,i believe that we should be tough on crime.,0.145434757,train
i notice the smells and aromas of things.,"when i'm working on something, part of my mind is occupied with other topics, such as what i'll be doing later, or things i'd rather be doing.",-0.127444452,train
i am mainly interested in money.,i love to read challenging material.,-0.191400373,train
i am willing to take risks.,i have a strong need for power.,0.127466919,train
i dislike loud music.,i do things according to a plan.,0.11345427,train
i come up with good solutions.,i love luxury.,0.017381741,train
i do things on the spur of the moment.,"anxious, easily upset.",-0.073464374,train
i believe that in the future the sexual aspects of my life will be healthy and positive.,"not only could i relate well to a sexual partner, but it's important to me that i be able to do so.",0.383837406,train
i am hard to get to know.,i am quick to judge others.,0.184930175,train
i am indifferent to the feelings of others.,i dislike loud music.,0.074492945,train
"i find that i am ""in tune"" with other people's moods.",i am engaged and interested in my daily activities.,0.185542961,train
i am good at taking advice.,i come up with something new.,0.093487454,train
i am always looking for new experiences.,people should behave according to established standards of proper conduct.,-0.167554434,train
i am a person whose moods go up and down easily.,i feel that i have a lot of inner strength.,-0.348161414,train
i continue until everything is perfect.,i take no time for others.,-0.052890424,train
i let myself be influenced by others.,i am not all that curious about the world.,0.116918558,train
i would rather spend money than save it.,i worry about being embarrassed.,-0.02592932,train
i wish to stay young forever.,i would not regret my behavior if i were to take advantage of someone impulsively.,0.129962722,train
i am usually active and full of energy.,i would never go riding down a stretch of rapids in a canoe.,-0.236425022,train
i get easily agitated.,i know immediately what to do.,-0.176176559,train
i look at the bright side of life.,i mess things up.,-0.309297548,train
i come up with something new.,i like to attract attention.,0.159096167,train
i can't be bothered with other's needs.,i get easily agitated.,0.115003801,train
i criticize others' shortcomings.,i do just enough work to get by.,0.128676744,train
"when i see someone being treated unfairly, i do not feel very much pity for them.","as i get older i find myself more able to appreciate the people, events, and situations that have been part of my life history.",-0.262251491,train
i keep others at a distance.,i don't think that i'm better than other people.,-0.071025048,train
"i want everything to be ""just right"".",i would never take things that aren't mine.,0.058654767,train
i consider (and reconsider) every option thoroughly before making a plan.,debating is a good way to match my wits with others.,-0.000789337,train
i would hate to be considered odd or strange.,i don't bother worrying about political and social problems.,0.028775489,train
i keep things tidy.,i recover quickly from stress and illness.,0.118293759,train
i expect that the sexual aspects of my life will be positive and rewarding in the future.,i have positive feelings about the way i approach my own sexual needs and desires.,0.51281725,train
i tend to have very strong opinions about morality.,i can easily visualise how the motorways in my region link up.,0.346790674,train
i avoid company.,i take offense easily.,0.073456758,train
i am considered to be kind of eccentric.,i have frequent mood swings.,0.146484835,train
i am open about my feelings.,i make a fool of myself.,-0.058458442,train
i am hard to get to know.,i love my enemies.,-0.040131816,train
i see myself as an average person.,i am nice to people i should be angry at.,0.123862487,train
i get overwhelmed by emotions.,i misjudge situations.,0.266237133,train
i am hard to get to know.,i find it necessary to please the people who have power.,-0.004907259,train
i have read the great literary classics.,i misjudge situations.,-0.117287479,train
i am very pleased with myself.,i don't know why i do some of the things i do.,-0.26082978,train
"my opinions and beliefs fit together perfectly to make a crystal-clear ""picture"" of things.",i nearly always feel alert and awake.,0.100791875,train
i don't mind being the center of attention.,i get chores done right away.,0.008679233,train
i have a natural talent for influencing people.,i would describe my experiences as somewhat dull.,-0.291182995,train
many group activities tend to be dull without me.,i know that i am special because everyone keeps telling me so.,0.414019955,train
i know that my ideas sometimes surprise people.,i don't worry about things that have already happened.,0.084962198,train
i follow a schedule.,i rarely look for a deeper meaning in things.,-0.034159514,train
i can't stand confrontations.,i do not have a good imagination.,-0.00608772,train
i am quick to understand things.,i often express doubts.,-0.148504197,train
i am full of ideas.,i don't worry about things that have already happened.,0.145524624,train
i break rules.,i criticize others' shortcomings.,0.155521664,train
i never spend more than i can afford.,i am self destructive.,-0.142887485,train
i am quick to judge others.,i seldom experience sudden intuitive insights.,0.084289157,train
i postpone decisions.,i see myself as an average person.,0.046602373,train
i dislike talking about myself.,i get caught up in my problems.,-0.072275762,train
i often feel uncomfortable around others.,i would feel very badly for a long time if i were to steal from someone.,-0.019957265,train
i find unpredictable situations exhilarating.,"when i buy a new machine (e.g., camera, computer or car), i want to know all of its technical features.",0.062524273,train
i am easily annoyed.,i put little time and effort into my work.,0.077926703,train
i consider myself an average person.,i keep others at a distance.,0.100241552,train
i make a fool of myself.,i talk even when i know i shouldn't.,0.342699322,train
i don't talk a lot.,i listen to my conscience.,-0.122264166,train
i get upset if others change the way that i have arranged things.,i try to follow the rules.,0.100736475,train
i use my charm to get attention.,i immediately feel sad when hearing of an unhappy event.,-0.05100751,train
i get even with others.,i have sometimes had to tell a lie.,0.19523981,train
i usually get right to work on something that needs to be done as soon as i think of it.,i have difficulty imagining things.,-0.001806103,train
i feel that most people can't be trusted.,i know that my ideas sometimes surprise people.,0.077069013,train
i am very pleased with myself.,i think that all will be well.,0.47338493,train
i inquire about others' well-being.,i try to impress others.,0.016779644,train
i spend most of my time in fantasy worlds.,i prefer individual sports to team sports.,0.136031277,train
"i enjoy being thought of as a normal ""mainstream"" person.",i try to impress others.,0.056748342,train
i am considered to be kind of eccentric.,i feel desperate.,0.128082075,train
i'm constantly thinking about having sex.,"not only am i be capable of relating to a sexual partner, but it's important to me that i relate very well.",0.139408908,train
i am afraid to draw attention to myself.,i detect mistakes.,-0.039763509,train
i enjoy making my own decisions.,i miss having a really close friend.,-0.00668497,train
i never tell people the important things about myself.,i would never go to a dance club.,0.221762363,train
i always want to know what the future has in store for me.,there are enough people i feel close to.,-0.074435863,train
i naturally emerge as a leader.,i am a touchy feely person.,0.072389645,train
i catch on to things quickly.,i detect mistakes.,0.238064746,train
i laugh a lot.,i like to begin new things.,0.17937798,train
i love my enemies.,i speak ill of others.,-0.181260176,train
i don't mind being the center of attention.,i often express doubts.,-0.072936228,train
i am absolutely certain that my ideas about the fundamental issues in life are correct.,i become uncomfortable when the rules in a situation are not clear.,0.053803824,train
i have a slow pace to my life.,i have a soft heart.,0.032325848,train
i avoid dangerous situations.,i do just enough work to get by.,-0.037752359,train
i say little.,i don't know much about history.,0.108099991,train
i keep my emotions under control.,i talk a lot.,-0.05513951,train
"i find that i am ""in tune"" with other people's moods.",the smallest doubt can stop me from acting.,0.014233185,train
"if i say something that someone else is offended by, i think that that's their problem, not mine.",i can tune into how someone else feels rapidly and intuitively.,-0.010438861,train
i can't do without the company of others.,i am annoyed by others' mistakes.,-0.053368033,train
i can't stand confrontations.,i never spend more than i can afford.,-0.017668198,train
i like to do things on the spur of the moment.,"i can usually appreciate the other person's viewpoint, even if i don't agree with it.",0.182852475,train
i am always ready to start afresh.,i make people feel uncomfortable.,-0.104694933,train
i avoid mistakes.,i let myself be influenced by others.,-0.185608437,train
i go straight for the goal.,i would hate to be considered odd or strange.,0.054641973,train
i love surprise parties.,i see myself as an average person.,0.013746755,train
i collect books.,i love to read challenging material.,0.168899113,train
i am hard to reason with.,i don't worry about things that have already happened.,-0.061153347,train
i sympathize with others' feelings.,i have excellent ideas.,0.003551604,train
i am hard to get to know.,i often need help.,0.048899979,train
i take offense easily.,i wish to stay young forever.,0.071220356,train
i can't stand weak people.,i catch on to things quickly.,0.106880076,train
i am a person whose moods go up and down easily.,"i enjoy being thought of as a normal ""mainstream"" person.",-0.026997919,train
i believe that laws should be strictly enforced.,i would feel very badly for a long time if i were to steal from someone.,0.194950409,train
i love luxury.,i seem to derive less enjoyment from interacting with people than others do.,-0.056087483,train
i am skilled in handling social situations.,i turn plans into actions.,0.394470228,train
i don't pretend to be more than i am.,i indulge in my fantasies.,-0.142776308,train
i feel that most people can't be trusted.,i rarely look for a deeper meaning in things.,0.080279334,train
i would not enjoy a job that involves a lot of social interaction.,i am easily annoyed.,0.171721035,train
i inquire about others' well-being.,i would fear walking in a high-crime part of a city.,0.042824616,train
i am a person whose moods go up and down easily.,i get overwhelmed by emotions.,0.557773506,train
i don't know why i do some of the things i do.,i mess things up.,0.452524857,train
i speak softly.,i would hate to be considered odd or strange.,0.080777044,train
i try to outdo others.,i demand explanations from others.,0.278609031,train
i find fault with everything.,i like to take my time.,0.091130037,train
i tend to have very strong opinions about morality.,i find it easy to put myself in somebody else's shoes.,-0.007018313,train
i usually get right to work on something that needs to be done as soon as i think of it.,i was a slow learner in school.,-0.060623076,train
i like to do things for others.,i shirk my duties.,-0.180520077,train
i wish i could push many of life's daily decisions off on someone else.,i'm not bothered by things that interrupt my daily routine.,-0.211787245,train
i find it silly for people to cry out of happiness.,i hate to change my plans at the last minute.,0.046227486,train
i am quick to understand things.,i don't pretend to be more than i am.,0.03932748,train
i love to read challenging material.,i speak ill of others.,-0.056275795,train
i rarely feel depressed.,i become frustrated and angry with people when they don't live up to my expectations.,-0.129971926,train
i make plans and stick to them.,i show my feelings when i'm happy.,0.152837161,train
i anticipate the needs of others.,i can't do without the company of others.,0.130424057,train
i prefer to avoid situations where someone else has to tell me what it is i should be doing.,i'm not bothered by things that interrupt my daily routine.,-0.033784631,train
i find it hard to forgive others.,i have some bad habits.,-0.002655802,train
i dislike imperfect work.,i do things by the book.,0.219741564,train
i am never at a loss for words.,i am willing to take risks.,0.183365995,train
i enjoy being able to influence the actions of others.,"when someone else is feeling excited, i tend to get excited too.",0.098523407,train
the credit card is a ticket to careless spending.,"sympathetic, warm.",-0.058435908,train
i avoid mistakes.,i know how to comfort others.,0.049050188,train
i enjoy intellectual games.,i know immediately what to do.,0.176159724,train
i believe in human goodness.,i seek quiet.,-0.059642422,train
i don't bother worrying about political and social problems.,i feel that people have a hard time understanding me.,0.028430862,train
people respect me.,when i am uncertain i can't function very well.,-0.162613645,train
the best way to handle people is to tell them what they want to hear.,"critical, quarrelsome.",0.178657407,train
i can be stirred up easily.,i carry the conversation to a higher level.,-0.014341711,train
i am not sure where my life is going.,i would feel very badly for a long time if i were to steal from someone.,-0.045858632,train
i break rules.,i feel that people have a hard time understanding me.,0.08500636,train
"when i was a child, i enjoyed cutting up worms to see what would happen.",i do not care to know the names of the plants i see.,0.128105154,train
i hate being the center of attention.,i keep things tidy.,-0.023528378,train
i misjudge situations.,i tend to dislike soft-hearted people.,0.010862704,train
i love order and regularity.,i rarely feel angry with people.,0.01727886,train
i seem to derive less enjoyment from interacting with people than others do.,i am relaxed most of the time.,-0.13900631,train
i feel that people have a hard time understanding me.,i often need help.,0.175628581,train
i come up with good solutions.,i would feel very badly for a long time if i were to steal from someone.,0.026924644,train
i am nice to people i should be angry at.,i express myself easily.,-4.05E-05,train
i engage in discussions.,i look at the bright side of life.,0.246211135,train
i avoid dangerous situations.,i enjoy having sex with people i hardly know.,-0.286980154,train
i get caught up in my problems.,i seldom experience sudden intuitive insights.,0.04346244,train
i am considered to be kind of eccentric.,i engage in discussions.,0.017675292,train
i am usually active and full of energy.,i only feel comfortable with friends.,-0.300566445,train
i am out for my own personal gain.,i would hate to be considered odd or strange.,0.02867746,train
i catch on to things quickly.,i indulge in my fantasies.,0.000169814,train
i do things by the book.,i take offense easily.,0.059007758,train
when i see a problem i prefer to do something about it rather than sit by and let it continue.,i will be able to successfully overcome many challenges.,0.264315887,train
i do things by the book.,i like to act on a whim.,-0.304301076,train
i immediately feel sad when hearing of an unhappy event.,i react quickly.,0.060616769,train
"when i am participating in an activity, i tend to get so involved that i lose track of time.","i find that i am ""in tune"" with other people's moods.",0.265515123,train
i come up with good solutions.,i take offense easily.,-0.176734944,train
i am indifferent to the feelings of others.,i detect mistakes.,-0.018857686,train
i have excellent ideas.,i rebel against authority.,0.177903297,train
i don't understand things.,i get even with others.,0.012231399,train
study animal behavior.,sell houses.,-0.001256014,train
i am afraid to draw attention to myself.,i am not sure where my life is going.,0.217462989,train
i pay attention to details.,i have excellent ideas.,0.183105531,train
"i when interacting with a group of people, am often bothered by at least one of them.",i would not enjoy a job that involves a lot of social interaction.,0.104937751,train
i am interested in people.,i detect mistakes.,0.002401994,train
i am satisfied with the way my sexual needs are currently being met.,luck plays a big part in influencing the sexual aspects of my life.,-0.276946729,train
i prefer to avoid situations where someone else has to tell me what it is i should be doing.,there are enough people i feel close to.,0.096025755,train
i am good at taking advice.,i believe in human goodness.,0.215762494,train
i would not enjoy a job that involves a lot of social interaction.,i am an original thinker.,-0.074238217,train
i catch on to things quickly.,i like to attract attention.,0.092670593,train
i always know why i do things.,i am out for my own personal gain.,-0.045150534,train
i make people feel uncomfortable.,i take offense easily.,0.138632457,train
i make people feel at ease.,i am not all that curious about the world.,-0.147066873,train
i avoid company.,i continue until everything is perfect.,-0.063011523,train
i enjoy being part of a loud crowd.,i need reassurance.,-0.026649443,train
i listen to my conscience.,i talk even when i know i shouldn't.,-0.070235248,train
i am hard to get to know.,i am often in a bad mood.,0.293403887,train
i believe that people are basically moral.,i would never go hang-gliding or bungee-jumping.,-0.05761053,train
i carry out my plans.,i find it difficult to manipulate others.,-0.092277922,train
i am easily annoyed.,i believe that we should be tough on crime.,0.085442326,train
i get upset easily.,i love luxury.,0.106290184,train
i engage in discussions.,i make plans and stick to them.,0.132514479,train
i have sometimes had to tell a lie.,i often feel uncomfortable around others.,0.013615507,train
sell merchandise at a department store.,"critical, quarrelsome.",0.012730305,train
i make a fool of myself.,i find fault with everything.,0.130844073,train
i can't stand weak people.,i panic easily.,0.030194551,train
i am considered to be kind of eccentric.,i find it necessary to please the people who have power.,-0.028027809,train
i avoid company.,i usually like to spend my free time with people.,-0.627359371,train
i criticize others' shortcomings.,"i when with a group, have difficulties selecting a good topic to talk about.",0.130576832,train
i am mainly interested in money.,i seldom notice the emotional aspects of paintings and pictures.,0.150565219,train
"not only would i be a good sexual partner, but it's quite important to me that i be a good sexual partner.",i am proud of the way i deal with and handle my own sexual desires and needs.,0.310068622,train
i am usually active and full of energy.,i check on things more often than necessary.,-0.14445503,train
i am the life of the party.,i seldom feel blue.,0.135115174,train
i am interested in many things.,i am not bothered by difficult social situations.,0.108084355,train
i am willing to take risks.,i seldom daydream.,0.023803188,train
i am interested in many things.,i get caught up in my problems.,-0.055091087,train
i like to act on a whim.,i put little time and effort into my work.,0.110909287,train
i make people feel at ease.,i would not enjoy a job that involves a lot of social interaction.,-0.253731747,train
design sets for plays.,sell houses.,0.124649444,train
i am not bothered by difficult social situations.,i do not have an assertive personality.,-0.267625187,train
i am hard to get to know.,i laugh a lot.,-0.277283944,train
i sometimes fail to meet my commitments and responsibilities because of my sexual behaviors.,i sometimes get so horny i could lose control.,0.466157198,train
i can't stand being contradicted.,i cry during movies.,-0.024036017,train
i become overwhelmed by events.,i would never go riding down a stretch of rapids in a canoe.,0.133654265,train
i do things that others find strange.,i do things according to a plan.,-0.082715719,train
i am tough-minded.,"dependable, self-disciplined.",0.227673671,train
i am sure of my ground.,i do things that others find strange.,0.006703456,train
"i frequently find myself looking for new opportunities to grow as a person (e.g., information, people, resources).",i never take a hard look at myself.,-0.20855986,train
i am competent enough to make sure that my sexual needs are fulfilled.,the main thing which affects the sexual aspects of my life is what i myself do.,0.22742605,train
i rarely feel angry with people.,i would not enjoy a job that involves a lot of social interaction.,-0.010044672,train
i am wary of others.,i would fear walking in a high-crime part of a city.,0.092327348,train
i can't do without the company of others.,i seldom feel weepy while reading the sad part of a story.,-0.094923568,train
i would rather someone else took over the leadership role when i'm involved in a group project.,i become uncomfortable when the rules in a situation are not clear.,0.237608752,train
there are many situations in which i would prefer only one choice rather than having to make a decision.,i know that i am special because everyone keeps telling me so.,0.023091743,train
i am good at many things.,i am open about my feelings.,0.122470753,train
i like to attract attention.,i seek status.,0.408808712,train
i am relaxed most of the time.,i love surprise parties.,0.111585857,train
i feel healthy and vibrant most of the time.,i let people push me around to help them feel important.,-0.106039399,train
i anticipate the needs of others.,i want everything to add up perfectly.,-0.012413827,train
i am not bothered by difficult social situations.,i dislike loud music.,-0.103339848,train
i am indifferent to the feelings of others.,i catch on to things quickly.,-0.012829039,train
i am interested in people.,i turn plans into actions.,0.215568429,train
i love luxury.,i have a strong need for power.,0.347819724,train
i pay attention to details.,i carry the conversation to a higher level.,0.133888434,train
i am always prepared.,i find it hard to forgive others.,-0.011839459,train
i get easily agitated.,i seldom feel weepy while reading the sad part of a story.,-0.039515232,train
i believe in an eye for an eye.,i have a dark outlook on the future.,0.182879291,train
i am full of ideas.,i turn plans into actions.,0.225980483,train
i show my feelings when i'm happy.,"i when with a group, have difficulties selecting a good topic to talk about.",-0.271095015,train
i love order and regularity.,i see myself as an average person.,0.10885527,train
i need a creative outlet.,i need reassurance.,0.080812088,train
i carry the conversation to a higher level.,i do things out of revenge.,-0.093672085,train
i can't stand confrontations.,i am not all that curious about the world.,-0.029788557,train
i hate being the center of attention.,i would describe my experiences as somewhat dull.,0.258578791,train
i can tell when others are sad even when they do not say anything.,i'm usually aware of my appearance.,0.269932053,train
friends usually talk to me about their problems as they say that i am very understanding.,i often start new hobbies but quickly become bored with them and move on to something else.,0.088019336,train
i love my enemies.,i talk a lot.,0.049652108,train
i am skilled in handling social situations.,i often need help.,-0.167636571,train
i make careless mistakes.,i never spend more than i can afford.,-0.17155376,train
i have a natural talent for influencing people.,i would feel very badly for a long time if i were to steal from someone.,-0.035645917,train
i know immediately what to do.,i know that my ideas sometimes surprise people.,0.169743755,train
i enjoy intellectual games.,i feel that i have a lot of inner strength.,0.09204018,train
i prefer a job where i have a lot of control over what i do and when i do it.,i'm concerned about what other people think of me.,0.128696588,train
i like to act on a whim.,i don't think it's important to socialize with others.,-0.097220789,train
i avoid mistakes.,i believe in an eye for an eye.,0.004546809,train
i do not enjoy watching dance performances.,i am exacting in my work.,-0.034082476,train
i avoid imposing my will on others.,i show my feelings when i'm happy.,0.075361729,train
i am indifferent to the feelings of others.,i love to read challenging material.,-0.047301611,train
"when i look at the world, i don't see much to be grateful for.",i nearly always feel alert and awake.,-0.090204643,train
i am not always what i appear to be.,i keep my emotions under control.,0.006029388,train
i believe it is always better to be safe than sorry.,i am exacting in my work.,0.102799114,train
i can be stirred up easily.,i don't pride myself on being original.,-0.020361558,train
people often tell me that i went too far in driving my point home in a discussion.,"i can usually appreciate the other person's viewpoint, even if i don't agree with it.",-0.227963965,train
i get deeply immersed in music.,i get upset easily.,-0.009530381,train
i continue until everything is perfect.,i am exacting in my work.,0.515271856,train
"if i were to develop a sexual disorder, then i would be to blame for not taking good care of myself.","i am very aware of the sexual aspects of myself (e.g, 'stem') <- 'habits, thoughts, beliefs).",0.079738021,train
i usually like to spend my free time with people.,i am good at taking advice.,0.150474182,train
i don't know much about history.,i feel healthy and vibrant most of the time.,-0.064286718,train
i keep things tidy.,i am self destructive.,-0.268411978,train
i immediately feel sad when hearing of an unhappy event.,i am self destructive.,0.003065012,train
i believe in an eye for an eye.,i have excellent ideas.,0.048502716,train
i am relaxed most of the time.,i seldom feel blue.,0.263473005,train
i am the life of the party.,i am always prepared.,0.019778011,train
i am hard to reason with.,i am not always what i appear to be.,0.134212242,train
i am usually active and full of energy.,i get chores done right away.,0.35301484,train
i carry out my plans.,i demand a lot from others.,0.123139665,train
i am always ready to start afresh.,i feel that i have a lot of inner strength.,0.244843079,train
i don't mind being the center of attention.,i love luxury.,0.144110357,train
i know that my ideas sometimes surprise people.,i try to follow the rules.,-0.053106558,train
"when i do things, i get totally wrapped up in them and don't think about anything else.",i make judgments about whether my thoughts are good or bad.,-0.063096303,train
i make a fool of myself.,i become frustrated and angry with people when they don't live up to my expectations.,-0.011934295,train
i am usually active and full of energy.,i criticize others' shortcomings.,-0.058890646,train
i make a mess of things.,i take offense easily.,0.250346606,train
i find it hard to make a choice when the outcome is uncertain.,"when i see someone being treated unfairly, i do not feel very much pity for them.",0.014458875,train
i see myself as an average person.,i detect mistakes.,-0.139456156,train
i like to begin new things.,i recover quickly from stress and illness.,0.178310503,train
i get upset easily.,i have a soft heart.,0.175531434,train
assemble products in a factory.,"anxious, easily upset.",-0.034897437,train
i dream most nights.,i enjoy having discussions about politics.,0.646920615,train
i don't bother worrying about political and social problems.,i love surprise parties.,-0.047897185,train
i am always looking for new experiences.,i am very empathetic.,0.036542101,train
i speak softly.,i am self destructive.,0.103932606,train
i am hard to get to know.,i can't do without the company of others.,-0.150813856,train
i get upset easily.,i know how to comfort others.,-0.055967618,train
i often express doubts.,i am a goal-oriented person.,-0.092607564,train
i have difficulty imagining things.,i often need help.,0.196484571,train
i look at the bright side of life.,i often feel uncomfortable around others.,-0.432393998,train
i become frustrated and angry with people when they don't live up to my expectations.,i like to act on a whim.,0.024054387,train
i get deeply immersed in music.,i love to read challenging material.,0.127142744,train
